"video_id","title","published_date","duration","views","likes","comments","episode_type","guest_name","genre","video_link"
218,"Supercharge Exercise Performance & Recovery with Cooling","2021-05-10","01:23:51",341877,11680,1548,"Solo Episode","Dr. Andrew Huberman","Fitness & Recovery | Heat & Cold Exposure","https://youtu.be/xaE9XyMMAHY"
219,"Using Cortisol & Adrenaline to Boost Our Energy & Immune System Function","2021-05-03","01:46:38",603037,16584,1455,"Solo Episode","Dr. Andrew Huberman","Hormone Health | Light Exposure & Circadian Rhythm | Metabolism & Immunity","https://youtu.be/JPX8g8ibKFc"
220,"How to Control Your Metabolism by Thyroid & Growth Hormone","2021-04-26","01:46:01",849446,20585,1675,"Solo Episode","Dr. Andrew Huberman","Hormone Health | Metabolism & Immunity","https://youtu.be/x7qbJeRxWGw"
221,"How Our Hormones Control Our Hunger, Eating & Satiety","2021-04-19","01:39:43",1307618,34049,2116,"Solo Episode","Dr. Andrew Huberman","Hormone Health | Nutrition","https://youtu.be/17O5mgXZ9ZU"
222,"The Science of How to Optimize Testosterone & Estrogen","2021-04-12","02:02:47",2169395,54498,2892,"Solo Episode","Dr. Andrew Huberman","Fertility | Hormone Health","https://youtu.be/qJXKhu5UZwk"
223,"Reduce Anxiety & Stress with the Physiological Sigh | Huberman Lab Quantal Clip","2021-04-07","00:02:45",668506,24977,745,"Short Clip","Dr. Andrew Huberman","Mental Health & Addiction | NSDR, Meditation & Rest | Focus, Productivity & Creativity | Neurobiology & Physiology","https://youtu.be/rBdhqBGqiMc?si=uF-1hIcYS06xWRtP"
224,"Biological Influences On Sex, Sex Differences & Preferences","2021-04-05","01:38:23",279927,8921,1069,"Solo Episode","Dr. Andrew Huberman","Hormone Health","https://youtu.be/J7SrAEacyf8"
225,"The Science of Emotions & Relationships","2021-03-29","01:41:02",1728761,38599,1473,"Solo Episode","Dr. Andrew Huberman","Emotions & Relationships","https://youtu.be/hcuMLQVAgEg"
226,"How to Control Stress in Real-Time | Huberman Lab Quantal Clip","2021-03-24","00:02:13",276655,13031,528,"Short Clip","Dr. Andrew Huberman","Neurobiology & Physiology | Focus, Productivity & Creativity | Mental Health & Addiction","https://youtu.be/PZ-GvIOhcf8?si=1DuncHaLZJlbyBhp"
227,"How to Increase Motivation & Drive","2021-03-22","01:29:03",1813471,49376,2439,"Solo Episode","Dr. Andrew Huberman","ADHD, Drive & Motivation","https://youtu.be/vA50EK70whE"
228,"How Foods and Nutrients Control Our Moods","2021-03-15","01:44:08",1272683,34019,2153,"Solo Episode","Dr. Andrew Huberman","Mental Health & Addiction | The Science of Well-being | Nutrition","https://youtu.be/XfURDjegrAw"
229,"Tools for Managing Stress & Anxiety","2021-03-08","01:38:24",2375184,60598,2756,"Solo Episode","Dr. Andrew Huberman","The Science of Well-being","https://youtu.be/ntfcfJ28eiU"
230,"Control Pain & Heal Faster with Your Brain","2021-03-01","01:37:58",435927,13362,1323,"Solo Episode","Dr. Andrew Huberman","Neuroplasticity, Habits & Goals | Neurobiology & Physiology","https://youtu.be/mcPSRWUYCv0"
231,"Optimize Your Learning & Creativity With Science-Based Tools","2021-02-22","01:30:35",453097,14999,1376,"Solo Episode","Dr. Andrew Huberman","Learning & Memory | Neuroplasticity, Habits & Goals | Focus, Productivity & Creativity","https://youtu.be/uuP-1ioh4LY"
232,"Using Failures, Movement & Balance to Learn Faster","2021-02-15","01:28:06",1629294,50112,2957,"Solo Episode","Dr. Andrew Huberman","Learning & Memory | Neurobiology & Physiology","https://youtu.be/hx3U64IXFOY"
233,"How to Focus to Change Your Brain","2021-02-08","01:29:43",2675497,75202,3574,"Solo Episode","Dr. Andrew Huberman","Neuroplasticity, Habits & Goals | Focus, Productivity & Creativity","https://youtu.be/LG53Vxum0as"
234,"Understanding and Using Dreams to Learn and to Forget","2021-02-01","01:17:50",976560,24224,2156,"Solo Episode","Dr. Andrew Huberman","Learning & Memory | Sleep","https://youtu.be/FFwA0QFmpQ4"
235,"How to Defeat Jetlag, Shift Work & Sleeplessness","2021-01-25","01:50:56",499815,13448,1475,"Solo Episode","Dr. Andrew Huberman","Light Exposure & Circadian Rhythm | Sleep","https://youtu.be/NAATB55oxeQ"
236,"Using Science to Optimize Sleep, Learning & Metabolism","2021-01-18","01:41:26",1342883,37232,2030,"Solo Episode","Dr. Andrew Huberman","Sleep | Learning & Memory | Metabolism & Immunity","https://youtu.be/nwSkFq4tyC0"
237,"Master Your Sleep & Be More Alert When Awake","2021-01-11","01:22:05",3805655,109238,5169,"Solo Episode","Dr. Andrew Huberman","Light Exposure & Circadian Rhythm | Sleep","https://youtu.be/nm1TxQj9IsQ"
238,"How Your Nervous System Works & Changes","2021-01-04","01:02:31",1409292,57153,3106,"Solo Episode","Dr. Andrew Huberman","Neuroplasticity, Habits & Goals | Neurobiology & Physiology","https://youtu.be/H-XfCl-HpRM"
239,"Welcome to the Huberman Lab Podcast","2020-12-23","00:04:23",1024294,17715,2452,"Introduction","Dr. Andrew Huberman","Introduction","https://youtu.be/4b6bwcWK6GE?si=Bg46LNHxa-VBjG3v"
